Name,lat,lng
Seishin-chuo,34.7194167,135.0174157
Itayado,34.660017,135.133204
Shin-Nagata,34.6576922,135.1454655
Wadamisaki,34.6574131,135.1737735
Kobe Haborland,34.6787384,135.17877
Sannomiya-Hanadokeimae,34.6917986,135.1958856
Nagata,34.66884,135.15168
Minatogawakoen,34.6793545,135.1672304
Sannomiya,34.694659,135.1949544
Shin-Kobe,34.7062884,135.1954675
Tanigami,34.76159,135.171392
